ID,Coordenadas X,Coordenadas Y,Longitud corregida,Latitud corregida,Sitio,árbol ID,Codigo SAU,Especie árbol,CAP1,CAP2,CAP3,CAP4,Altura copa,Altura total,Foto Árbol 2023,ID epífita,Nombre común,Nombre común actualizado,Familia,Especie epífita,Ubicación en el árbol,Altura planta,Mortalidad 1 (12-04-2016),Desaparicion 1,12/04/16,Mortalidad 2 (12-05-2016),Desaparicion 2,12/05/16,Mortalidad 3 (16-06-2016),Desaparicion 3,42537,Mortalidad 4 (18-09-2016),Desaparicion 4,42631,Mortalidad (05-2017),Desaparicion (05-2017),42856,Mortalidad (06-2017),Desaparición (06-2017),42887,Mortalidad 7 (12-2017),Desaparición 7 (12-2017),43070,Mortalidad 8 (05/02/2018),Desaparición 8 (05/02/2018),43136,Mortalidad 9 (12/07/2018),Desaparición 9 (12/07/2018),43293,Mortalidad 10 (12/12/2018),Desaparición 10 (12/12/2018),43446,45108,nuevas hojas 1,nuevas hojas 2,nuevas hojas 3,nuevas hojas  4,Nuevas hojas (05-2017),Nuevas hojas (06-2017),Nuevas hojas (12-2017),Nuevas hojas (05/02/2018),Nuevas hojas (12/07/2018),Nuevas Hojas 112/12/2018,nuevas raices 1,nuevas raices 2,nuevas raices 3,nuevas raices 4,Nuevas raices (05-2017),Nuevas raíces (06-2017),Nuevas Raíces (12-2017),Nuevas Raíces (05/02/2018),Nuevas Raíces (12/07/2018),Nuevas Raices 12/12/2018,Estado fitosanitario 1,Estado Fitosanitario 2,Estado Fitosanitario 3,Estado Fitosanitario 4,Estado fitosanitario (05-2017),Estado fitosanitario (06-2017),Estado Fitosanitario (12-2017),Estado Fitosanitario (05/02/2018),Estado Fitosanitario (12/07/2018),Estado fitosanitario 12/12/2018,floracion 1,floracion 2,floracion 3,floracion 4,Floracion (05-2017),Floración (06-2017),Floración (12-2017),Floración (5/02/2018),Floración (12/07/2018),Floración 12/12/2018,fructificacion 1,fructificacion 2,fructificacion 3,fructificacion 4,Fructificacion (05-2017),Fructificación (06-2017),Fructificación (12-2017),Fructificación (05/02/2018),Fructificación (12/07/2018),Frutificación 12/12/2018,Observaciones 12/12/2018,Desaparecido/ muerto 2023,Estado fitosanitario 2023,Fenología 2023,Número de hojas/tallos/ clones 2023,Foto planta 2023,Observaciones 2023
286,-7.557.986,624.261,-75.57986,6.24261,Parque conquistadores (cancha Colseguros),47,00111050470846,Fraxinus uhdei,182.3,,,,8,12,8540,42,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,5,1,4,5,4,6,0,0,0,0,si,1,si,0,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Regular,Infertil,3,,
287,-7.557.986,624.261,-75.57986,6.24261,Parque conquistadores (cancha Colseguros),47,00111050470846,Fraxinus uhdei,182.3,,,,8,12,8540,65,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,1,3,3,3,4,0,0,1,0,si,1,no,0,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Regular,Infertil,4,,
288,-7.557.986,624.261,-75.57986,6.24261,Parque conquistadores (cancha Colseguros),47,00111050470846,Fraxinus uhdei,182.3,,,,8,12,8540,145,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,1,2,1,0,,,,0,0,0,0,0,0,0,,,,Malo,Malo,Malo,Bueno,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
289,-7.557.986,624.261,-75.57986,6.24261,Parque conquistadores (cancha Colseguros),47,00111050470846,Fraxinus uhdei,182.3,,,,8,12,8540,212,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,6,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,-,,0,0,1 rebrote,1 Rebrote,0,0,0,0,-,,no,0,0,0,Regular,Bueno,Bueno,Bueno,-,,Bueno,Regular,Bueno,0,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,3,,
290,-7.557.986,624.261,-75.57986,6.24261,Parque conquistadores (cancha Colseguros),47,00111050470846,Fraxinus uhdei,182.3,,,,8,12,8540,327,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,6,6,7,5,0,0,0,0,0,0,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,23,,
291,-7.557.989,624.258,-75.57989,6.24258,Parque conquistadores (cancha Colseguros),48,00111050003089,Fraxinus uhdei,212.5,,,,5,13,8542,161,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,1,1,0,6,1,0,,,,0,1,1,0,0,1,0,,,,Bueno,Bueno,Bueno,Regular,Bueno,Regular,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
292,-7.557.989,624.258,-75.57989,6.24258,Parque conquistadores (cancha Colseguros),48,00111050003089,Fraxinus uhdei,212.5,,,,5,13,8542,172,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,2.7,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,1,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Regular,-,,0,,,,0,1,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
293,-7.557.989,624.258,-75.57989,6.24258,Parque conquistadores (cancha Colseguros),48,00111050003089,Fraxinus uhdei,212.5,,,,5,13,8542,192,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,6.1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bueno,Bueno,Bueno,Bueno,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,4,,
294,-7.557.989,624.258,-75.57989,6.24258,Parque conquistadores (cancha Colseguros),48,00111050003089,Fraxinus uhdei,212.5,,,,5,13,8542,206,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bueno,Bueno,Bueno,Bueno,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,4,,
295,-7.557.989,624.258,-75.57989,6.24258,Parque conquistadores (cancha Colseguros),48,00111050003089,Fraxinus uhdei,212.5,,,,5,13,8542,217,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bueno,Bueno,Bueno,Bueno,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,5,,
296,-7.557.991,624.259,-75.57991,6.24259,Parque conquistadores (cancha Colseguros),49,00111050003092,Fraxinus uhdei,101,99.3,,,5,13,8543,33,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,1,0,0,0,0,0,1,3,,,,0,0,0,0,0,1,si,,,,Bueno,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
297,-7.557.991,624.259,-75.57991,6.24259,Parque conquistadores (cancha Colseguros),49,00111050003092,Fraxinus uhdei,101,99.3,,,5,13,8543,254,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,rama externa,5.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,5,1,0,,,,0,0,0,0,si,0,0,,,,Regular,Bueno,Bueno,Malo,Bueno,Regular,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
298,-7.557.991,624.259,-75.57991,6.24259,Parque conquistadores (cancha Colseguros),49,00111050003092,Fraxinus uhdei,101,99.3,,,5,13,8543,259,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,rama externa,6.8,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
299,-7.557.991,624.259,-75.57991,6.24259,Parque conquistadores (cancha Colseguros),49,00111050003092,Fraxinus uhdei,101,99.3,,,5,13,8543,293,Billbergia,Billbergia,Bromeliaceae,Billbergia nutans,fuste,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
300,-7.557.991,624.259,-75.57991,6.24259,Parque conquistadores (cancha Colseguros),49,00111050003092,Fraxinus uhdei,101,99.3,,,5,13,8543,297,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,fuste,7,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,-,,4,5,5,5,0,0,0,0,-,,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,7,,
301,-7.558.009,624.262,-75.58009,6.24262,Parque conquistadores (cancha Colseguros),50,00111050003093,Fraxinus uhdei,114.4,,,,5,10,8544,21,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,1,6,5,6,8,0,0,0,0,si,1,si,si,si,0,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,6,,
302,-7.558.009,624.262,-75.58009,6.24262,Parque conquistadores (cancha Colseguros),50,00111050003093,Fraxinus uhdei,114.4,,,,5,10,8544,241,Guzmania,Billbergia,Bromeliaceae,Billbergia nutans,rama externa,5.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,3,1,1,2 Rebrotes,,,0,0,0,0,si,1,no,0,,,Bueno,Bueno,Bueno,Malo,Bueno,Bueno,Regular,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
303,-7.558.009,624.262,-75.58009,6.24262,Parque conquistadores (cancha Colseguros),50,00111050003093,Fraxinus uhdei,114.4,,,,5,10,8544,268,Neoreegia,Neoreegia,Bromeliaceae,Neoregelia coralina,rama externa,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,0,,0,,0,0,1,1,0,0,0,-,,0,,2 Rebrotes,0,0,0,0,0,-,,0,0,0,0,Bueno,Malo,Malo,Bueno,-,,0,,Bueno,R,0,0,0,0,-,,,,,0,0,0,0,0,-,,0,,,0,,Si,,,,,
304,-7.558.009,624.262,-75.58009,6.24262,Parque conquistadores (cancha Colseguros),50,00111050003093,Fraxinus uhdei,114.4,,,,5,10,8544,288,Billbergia,Billbergia,Bromeliaceae,Billbergia nutans,rama externa,6.1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Bueno,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
305,-7.558.009,624.262,-75.58009,6.24262,Parque conquistadores (cancha Colseguros),50,00111050003093,Fraxinus uhdei,114.4,,,,5,10,8544,391,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,rama externa,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,Regular,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
306,-7.558.013,624.261,-75.58013,6.24261,Parque conquistadores (cancha Colseguros),51,00111050003094,Jacaranda mimosifolia,153.3,138.2,120.6,,6,14,8548,30,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,1,1,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,-,,1,9,3,3,0,0,0,0,-,,si,si,si,0,Bueno,Bueno,Malo,Bueno,-,,Regular,Bueno,Regular,R,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,No,Bueno,Infertil,6,,
307,-7.558.013,624.261,-75.58013,6.24261,Parque conquistadores (cancha Colseguros),51,00111050003094,Jacaranda mimosifolia,153.3,138.2,120.6,,6,14,8548,122,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,5,0,8,1,,,0,0,0,0,si,0,si,0,,,Regular,Regular,Bueno,Bueno,Bueno,0,Bueno,regular,,,0,0,0,0,0,0,si,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
308,-7.558.013,624.261,-75.58013,6.24261,Parque conquistadores (cancha Colseguros),51,00111050003094,Jacaranda mimosifolia,153.3,138.2,120.6,,6,14,8548,158,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,1,0,0,0,0,2,1,8,4,,,0,0,0,0,si,1,no,0,,,Bueno,Regular,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
309,-7.558.013,624.261,-75.58013,6.24261,Parque conquistadores (cancha Colseguros),51,00111050003094,Jacaranda mimosifolia,153.3,138.2,120.6,,6,14,8548,171,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,9,1,0,,,,0,0,0,0,si,0,0,,,,Bueno,Malo,Bueno,Bueno,Bueno,Bueno,0,,,,0,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
310,-7.558.013,624.261,-75.58013,6.24261,Parque conquistadores (cancha Colseguros),51,00111050003094,Jacaranda mimosifolia,153.3,138.2,120.6,,6,14,8548,188,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,4.2,0,0,0,0,0,0,0,0,0,1,0,1,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,0,,,,0,0,0,0,-,0,0,,,,Bueno,Bueno,Bueno,Malo,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
