ID,Coordenadas X,Coordenadas Y,Longitud corregida,Latitud corregida,Sitio,árbol ID,Codigo SAU,Especie árbol,CAP1,CAP2,CAP3,CAP4,Altura copa,Altura total,Foto Árbol 2023,ID epífita,Nombre común,Nombre común actualizado,Familia,Especie epífita,Ubicación en el árbol,Altura planta,Mortalidad 1 (12-04-2016),Desaparicion 1,12/04/16,Mortalidad 2 (12-05-2016),Desaparicion 2,12/05/16,Mortalidad 3 (16-06-2016),Desaparicion 3,42537,Mortalidad 4 (18-09-2016),Desaparicion 4,42631,Mortalidad (05-2017),Desaparicion (05-2017),42856,Mortalidad (06-2017),Desaparición (06-2017),42887,Mortalidad 7 (12-2017),Desaparición 7 (12-2017),43070,Mortalidad 8 (05/02/2018),Desaparición 8 (05/02/2018),43136,Mortalidad 9 (12/07/2018),Desaparición 9 (12/07/2018),43293,Mortalidad 10 (12/12/2018),Desaparición 10 (12/12/2018),43446,45108,nuevas hojas 1,nuevas hojas 2,nuevas hojas 3,nuevas hojas  4,Nuevas hojas (05-2017),Nuevas hojas (06-2017),Nuevas hojas (12-2017),Nuevas hojas (05/02/2018),Nuevas hojas (12/07/2018),Nuevas Hojas 112/12/2018,nuevas raices 1,nuevas raices 2,nuevas raices 3,nuevas raices 4,Nuevas raices (05-2017),Nuevas raíces (06-2017),Nuevas Raíces (12-2017),Nuevas Raíces (05/02/2018),Nuevas Raíces (12/07/2018),Nuevas Raices 12/12/2018,Estado fitosanitario 1,Estado Fitosanitario 2,Estado Fitosanitario 3,Estado Fitosanitario 4,Estado fitosanitario (05-2017),Estado fitosanitario (06-2017),Estado Fitosanitario (12-2017),Estado Fitosanitario (05/02/2018),Estado Fitosanitario (12/07/2018),Estado fitosanitario 12/12/2018,floracion 1,floracion 2,floracion 3,floracion 4,Floracion (05-2017),Floración (06-2017),Floración (12-2017),Floración (5/02/2018),Floración (12/07/2018),Floración 12/12/2018,fructificacion 1,fructificacion 2,fructificacion 3,fructificacion 4,Fructificacion (05-2017),Fructificación (06-2017),Fructificación (12-2017),Fructificación (05/02/2018),Fructificación (12/07/2018),Frutificación 12/12/2018,Observaciones 12/12/2018,Desaparecido/ muerto 2023,Estado fitosanitario 2023,Fenología 2023,Número de hojas/tallos/ clones 2023,Foto planta 2023,Observaciones 2023
45,-7.558.294,624.364,-75.58294,6.24364,Parque Urbano El Triángulo,9,0011050530149,Lagerstroemia speciosa,115.4,85.7,66.6,,6,8,8466,147,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,2,1,8,9,11,9,0,0,0,0,si,1,si,0,si,Si,Bueno,Bueno,Bueno,Bueno,Malo,Bueno,Bueno,Bueno,Bueno,B,0,0,1,0,0,0,,0,,1,0,0,0,0,0,0,0,0,,0,,No,Bueno,Flores,11,,
46,-7.558.294,624.364,-75.58294,6.24364,Parque Urbano El Triángulo,9,0011050530149,Lagerstroemia speciosa,115.4,85.7,66.6,,6,8,8466,270,Neoreegia,Neoreegia,Bromeliaceae,Neoregelia coralina,rama externa,2.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,1,1,1 Rebrote,1,3 Rebrotes,0,0,0,0,no,1,no,0,si,0,Regular,Regular,Malo,Bueno,Bueno,Regular,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,6,,
47,-7.558.294,624.364,-75.58294,6.24364,Parque Urbano El Triángulo,9,0011050530149,Lagerstroemia speciosa,115.4,85.7,66.6,,6,8,8466,394,Schomburgia,Schomburgia,Orchidaceae,Laelia tigrina,rama externa,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,1,,0,0,1,0,0,0,0,3,1,5,5,7,0,0,0,0,0,0,0,si,0,0,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Malo,Regular (Hongos),Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
48,-7.558.295,624.365,-75.58295,6.24365,Parque Urbano El Triángulo,10,00111050530148,Pithecellobium dulce,148.3,107.9,,,6,10,8464,37,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,1,0,0,0,4,1,3,4,5,6,0,0,0,0,si,1,si,0,si,Si,Bueno,Bueno,Bueno,Malo,Malo,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno ,Infertil ,16,,
49,-7.558.295,624.365,-75.58295,6.24365,Parque Urbano El Triángulo,10,00111050530148,Pithecellobium dulce,148.3,107.9,,,6,10,8464,76,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,2,1,6,8,11,10,0,0,0,0,si,1,si,si,si,0,Bueno,Malo,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno ,Infertil ,18,,
50,-7.558.295,624.365,-75.58295,6.24365,Parque Urbano El Triángulo,10,00111050530148,Pithecellobium dulce,148.3,107.9,,,6,10,8464,304,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,3.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,4,1,4,4,6,10,0,0,0,0,si,1,si,si,si,Si,Bueno,Bueno,Bueno,Malo,Bueno,Regular,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,si,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,Se ven amarres
51,-7.558.295,624.365,-75.58295,6.24365,Parque Urbano El Triángulo,10,00111050530148,Pithecellobium dulce,148.3,107.9,,,6,10,8464,357,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,3.9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,4,1,0,,,,0,0,0,0,0,1,0,,,,Bueno,Bueno,Regular,Malo,Bueno,Bueno,0,,,,0,0,1,0,0,1,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
52,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,001110505530146,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,18,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,,4,6,8,0,0,0,0,0,,0,si,si,Si,Bueno,Bueno,Bueno,Bueno,Muerto,,Bueno,Bueno,Bueno,B,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,,0,,No,Bueno,Infertil,12,,
53,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,00111050530146,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,136,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,,,0,,,0,,,0,1,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,Bueno,Bueno,Bueno,Regular,-,,0,,,,0,0,0,0,-,,,,,,0,0,0,0,-,,0,,,,,Si,,,,,
54,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,000888404469854,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,209,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama externa,2.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,3,1,0,,,,0,0,0,0,si,1,0,,,,Bueno,Bueno,Bueno,Malo,Regular,Regular,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
55,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,001887859469854,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,285,Billbergia,Billbergia,Bromeliaceae,Billbergia nutans,rama externa,3.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,0,1,0,,,,0,0,0,0,no,0,0,,,,Bueno,Bueno,Regular,NA,Bueno,Regular,0,,,,0,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
56,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,002887314469854,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,330,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama interna,2.1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,0,0,0,1,,1,,0,0,1,0,0,0,0,-,,3,4,4,0,0,0,0,0,-,,no,0,0,0,Regular,Bueno,Bueno,Bueno,-,,Regular,Regular (Hongos),Muy Regular,B,0,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,Si,,,,,
57,-7.558.303,624.365,-75.58303,6.24365,Parque Urbano El Triángulo,11,003886769469854,Pithecellobium dulce,116,98.9,1.09,97.8,5,9,8462,366,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,0,,,0,,,0,1,0,0,0,0,5,NA,0,,,,0,0,0,0,no,NA,0,,,,Malo,Bueno,Bueno,Bueno,Bueno,NA,0,,,,0,0,0,0,0,NA,,,,,0,0,0,0,0,NA,0,,,,,Si,,,,,
58,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,12,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.8,0,0,0,0,0,0,0,0,0,1,0,1,-,-,0,,,0,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,-,,6,5,7,6,0,0,0,0,-,,si,si,si,Si,Malo,Regular,Regular,Malo,-,,Bueno,Bueno,Bueno,B,0,0,0,0,-,,,0,,1,0,0,0,0,-,,0,0,,0,,Si,,,,,
59,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,78,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,6,1,3,3,6,5,1,0,0,0,si,1,si,si,si,Si,Bueno,Malo,Regular,Bueno,Regular,Bueno,Bueno,Bueno,Regular,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
60,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,83,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,1,6,5,7,6,0,0,0,0,si,1,si,si,si,Si,Malo,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,6,,
61,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,91,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,0,5,5,6,6,0,0,0,0,si,0,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,0,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,1 Seca,0,0,0,0,0,0,0,0,,0,,No,Bueno,Frutos,8,,
62,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,157,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,1,1,0,0,0,2,1,0,,,,0,0,0,0,si,1,0,,,,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,0,,,,0,0,0,0,-,1,,,,,0,0,0,0,-,0,0,,,,,Si,,,,,
63,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,205,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama interna,3.6,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,,,0,,,0,0,0,0,0,,0,,0,0,1,0,0,0,0,-,,1,2 Rebrotes,2,1,0,0,0,0,-,,si,0,si,0,Bueno,Bueno,Bueno,Bueno,-,,Bueno,Regular,Bueno,B,1,0,0,0,-,,,0,,0,0,0,0,0,-,,0,0,,0,,Si,,,,,
64,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,314,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama externa,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,1,2,0,3,3,5,4,0,0,0,0,no,0,si,0,si,Si,Bueno,Bueno,Bueno,Bueno,Malo,Regular,Bueno,Bueno,Regular,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
65,-7.558.311,624.363,-75.58311,6.24363,Parque Urbano El Triángulo,12,00111050530137,Erythrina peopigiana,232.5,142.6,116,,8,12,8457,353,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama interna,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,3,1,3,4,4,4,0,0,0,0,si,1,si,si,si,Si,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,5,,
66,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,24,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,2,1,5,5,7,6,0,0,0,0,si,1,si,si,si,Si,Bueno,Malo,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
67,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,41,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,1,0,0,0,4,1,5,5,8,10,0,0,0,0,si,1,si,si,si,Si,Regular,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,5,,
68,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,85,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,6,1,7,8,7,8,0,0,0,0,si,1,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,2,,
69,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,88,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,1,1,,,0,1,0,1,0,0,5,1,0,,,,0,0,0,0,si,1,0,,,,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
70,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,119,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,1,0,0,0,0,3,1,0,,,,0,0,0,0,si,1,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,Si,,,,,
71,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,221,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama interna,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,0,,,0,,,0,1,0,0,0,0,4,NA,0,,,,0,0,0,0,no,NA,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,NA,0,,,,0,0,0,0,0,NA,,,,,0,0,0,0,0,NA,0,,,,,Si,,,,,
72,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,245,Guzmania,Guzmania,Bromeliaceae,Guzmania lingulata,rama externa,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,0,no,0,0,0,Regular,Regular,Regular,Bueno,Malo,Bueno,Bueno,Bueno,,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
73,-7.558.315,624.333,-75.5831495999999987,6.24331411000000003,Parque Urbano El Triángulo,13,00111050530071,Pithecellobium dulce,186.3,145.8,122.5,115,5,13,8456,277,Neoreegia,Neoreegia,Bromeliaceae,Neoregelia coralina,rama externa,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,0,1,0,0,0,0,2,0,1,1 Rebrote,,,0,0,0,0,no,0,no,0,,,Bueno,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Regular,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,Si,,,,,
74,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,6,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,2,0,4,4,8,8,0,0,0,0,no,0,si,si,si,Si,Malo,Bueno,Bueno,Bueno,Regular,Malo,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,si,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Flor y fruto,17,,
75,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,73,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,4,1,5,6,8,8,0,0,0,0,no,1,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,1,0,si,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Flor y fruto,15,,
76,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,197,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama interna,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,6,1,2,3,,3 Rebrotes,0,0,0,0,no,1,no,0,,0,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,,B,0,0,0,0,1,0,,0,,1,0,0,0,0,0,0,0,0,,0,,No,Bueno,Infertil,12,,
77,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,200,Aechmea,Billbergia,Bromeliaceae,Billbergia nutans,rama interna,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,0,0,,0,,0,0,0,0,0,0,0,1,NA,,,6,4 Rebrotes,0,0,0,0,no,NA,0,,si,0,Malo,Bueno,Regular,Bueno,Bueno,NA,0,,Bueno,B,0,0,0,0,0,NA,,,,0,0,0,0,0,0,NA,0,,,0,,No,Bueno,Fruto,19,,
78,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,201,Aechmea,Billbergia,Bromeliaceae,Billbergia nutans,rama interna,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0,5,3 Rebrotes,8,4 Rebrotes,0,0,0,0,no,1,no,0,si,,Malo,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,1,,No,Bueno,Fruto,28,,
79,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,218,Aechmea,Billbergia,Bromeliaceae,Billbergia nutans,rama interna,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,3,4,6,1 Rebrote,0,0,0,0,no,0,no,si,si,0,Regular,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Fruto,28,,
80,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,346,Cattleya,Cattleya,Orchidaceae,Cattleya sp.,rama interna,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,1,0,0,0,1,0,1,4,6,4,6,0,0,0,0,no,0,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,B,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
81,-7.558.309,624.282,-75.58309,6.24282,Parque Urbano El Triángulo,14,00111050530118,Bauhinia picta,170.1,94.7,,,6,13,8470,372,Aechmea,Aechmea,Bromeliaceae,Aechmea fasciata,rama interna,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,1,,0,0,1,0,0,0,0,3,1,1,0,3,0,0,0,0,0,no,0,no,si,0,0,Regular,Bueno,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,,Si,,,,,
82,-755.827,624.352,-75.5827,6.24352,Parque Urbano El Triángulo,15,00111050530153,Lagerstroemia speciosa,127.2,115.1,114.2,93.3,7,13,8467,4,Salvini,Salvini,Araceae,Anthurium salvinii,rama externa,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,6,7,6,8,0,0,0,0,si,0,si,si,si,Si,Bueno,Malo,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,si,0,,0,0,0,0,0,0,0,0,0,,1,,No,Bueno,Flor y fruto,18,,
83,-755.827,624.352,-75.5827,6.24352,Parque Urbano El Triángulo,15,00111050530153,Lagerstroemia speciosa,127.2,115.1,114.2,93.3,7,13,8467,7,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,5,1,10,9,8,3,0,0,0,0,si,1,si,si,si,Si,Regular,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,si,si,,0,0,0,0,0,0,0,0,0,,0,,No,Bueno,Flor,15,,
84,-755.827,624.352,-75.5827,6.24352,Parque Urbano El Triángulo,15,00111050530153,Lagerstroemia speciosa,127.2,115.1,114.2,93.3,7,13,8467,34,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,5,1,9,8,12,5,0,0,0,0,si,1,si,si,si,Si,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,Sin cuerda sosteniendo,No,Bueno,Flor y fruto,12,,
85,-755.827,624.352,-75.5827,6.24352,Parque Urbano El Triángulo,15,00111050530153,Lagerstroemia speciosa,127.2,115.1,114.2,93.3,7,13,8467,58,Salvini,Salvini,Araceae,Anthurium salvinii,rama interna,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,1,1,,,0,0,0,0,0,0,6,1,3,4,,,0,0,0,0,si,1,no,si,,,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,Bueno,,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,No,Bueno,Flor ,13,,
86,-755.827,624.352,-75.5827,6.24352,Parque Urbano El Triángulo,15,00111050530153,Lagerstroemia speciosa,127.2,115.1,114.2,93.3,7,13,8467,164,Helecho espada,Helecho espada,Aspleniaceae,Asplenium cf. nidus,rama externa,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,,,0,,1,1,,,0,1,0,0,0,0,5,NA,,,,,0,0,0,0,si,NA,0,,,,Bueno,Bueno,Bueno,Bueno,Bueno,NA,0,,,,0,0,0,0,0,NA,,,,,0,0,0,0,0,NA,0,,,,,Si,,,,,
